timestamp,cpu_idle_seconds,cpu_user_seconds,cpu_system_seconds,cpu_iowait_seconds,cpu_irq_seconds,cpu_softirq_seconds,cpu_nice_seconds,cpu_steal_seconds,cpu_usage_percent,cpu_user_percent,cpu_system_percent,cpu_iowait_percent,context_switches_rate,interrupts_rate,process_forks_rate,load_1min,load_5min,load_15min,processes_running,processes_blocked,memory_total_bytes,memory_free_bytes,memory_available_bytes,memory_cached_bytes,memory_buffers_bytes,memory_active_anon_bytes,memory_active_file_bytes,memory_inactive_anon_bytes,memory_inactive_file_bytes,memory_shmem_bytes,memory_kreclaimable_bytes,memory_sunreclaim_bytes,memory_page_tables_bytes,memory_kernel_stack_bytes,memory_mapped_bytes,memory_committed_as_bytes,memory_dirty_bytes,memory_writeback_bytes,memory_usage_percent,cache_usage_percent,buffer_usage_percent,anon_memory_percent,swap_total_bytes,swap_free_bytes,swap_cached_bytes,swap_usage_percent,page_faults_rate,page_major_faults_rate,page_swap_in_rate,page_swap_out_rate,vm_oom_kills_total,disk_read_bytes_total,disk_written_bytes_total,disk_reads_completed_total,disk_writes_completed_total,disk_read_time_seconds_total,disk_write_time_seconds_total,disk_io_time_seconds_total,disk_io_weighted_time_seconds_total,disk_io_now,disk_reads_merged_total,disk_writes_merged_total,disk_io_usage_percent,disk_read_rate_bytes_per_sec,disk_write_rate_bytes_per_sec,disk_read_iops,disk_write_iops,disk_total_iops,filesystem_size_bytes,filesystem_avail_bytes,filesystem_free_bytes,filesystem_readonly,filesystem_usage_percent,filesystem_files_total,filesystem_files_free,filesystem_inode_usage_percent,filefd_allocated,filefd_maximum,filefd_usage_percent,network_receive_bytes_total,network_transmit_bytes_total,network_receive_packets_total,network_transmit_packets_total,network_receive_errs_total,network_transmit_errs_total,network_receive_drop_total,network_transmit_drop_total,network_receive_fifo_total,network_transmit_fifo_total,network_receive_frame_total,network_transmit_carrier_total,network_transmit_colls_total,network_up,network_mtu_bytes,network_speed_bytes,network_receive_rate_bytes_per_sec,network_transmit_rate_bytes_per_sec,network_receive_packets_rate,network_transmit_packets_rate,network_receive_errors_rate,network_transmit_errors_rate,network_receive_drop_rate,network_transmit_drop_rate,tcp_current_connections,tcp_active_opens_rate,tcp_passive_opens_rate,tcp_timeouts_rate,tcp_retransmissions_rate,tcp_syn_retrans_rate,tcp_listen_overflows_rate,tcp_listen_drops_rate,tcp_resets_sent_rate,tcp_segments_received_rate,tcp_segments_sent_rate,tcp_receive_errors_rate,udp_receive_datagrams_rate,udp_transmit_datagrams_rate,udp_receive_errors_rate,udp_no_ports_rate,icmp_receive_msgs_rate,icmp_transmit_msgs_rate,icmp_receive_errors_rate,sockets_used,tcp_mem_bytes,udp_mem_bytes,systemd_units_active,systemd_units_inactive,systemd_units_failed,systemd_system_running,system_time_seconds,system_boot_time_seconds,system_uptime_seconds,time_sync_status,time_offset_seconds,time_max_error_seconds,time_estimated_error_seconds,time_frequency_adjustment_ratio,time_loop_time_constant,time_status,time_zone_offset_seconds,entropy_available_bits,entropy_pool_size_bits,entropy_usage_percent,softnet_processed_total,softnet_dropped_total,softnet_times_squeezed_total,softnet_processed_rate,softnet_dropped_rate,softnet_squeezed_rate,arp_entries,cpu_pressure_waiting_rate,memory_pressure_waiting_rate,memory_pressure_stalled_rate,io_pressure_waiting_rate,io_pressure_stalled_rate,schedstat_running_rate,schedstat_waiting_rate,node_netstat_Tcp_RetransSegs,node_netstat_TcpExt_TCPSynRetrans,node_netstat_TcpExt_TCPTimeouts,node_netstat_Tcp_ActiveOpens,node_netstat_Tcp_PassiveOpens,node_netstat_Tcp_CurrEstab,node_netstat_Tcp_InErrs,node_netstat_Tcp_OutRsts,node_netstat_TcpExt_ListenDrops,node_netstat_TcpExt_ListenOverflows,node_netstat_TcpExt_SyncookiesSent,node_netstat_TcpExt_SyncookiesRecv,node_netstat_TcpExt_SyncookiesFailed
2025-09-20 07:19:43,32446.64,4896.01,665.57,1413.66,0.0,127.91,3.6,0.0,61.85227272727223,59.57045454545457,1.447727272727248,0.0,1489.2727272727273,5758.563636363636,1.0727272727272728,5.63,5.19,3.5,11.0,0.0,8278052864.0,5252038656.0,5667745792.0,550940672.0,30900224.0,1492701184.0,271880192.0,200462336.0,306839552.0,3112960.0,125870080.0,251072512.0,26972160.0,15843328.0,248389632.0,7076962304.0,77824.0,0.0,31.53286304019428,6.65543795203287,0.373278891880244,20.45364468936061,2147479552.0,1146544128.0,245075968.0,46.609776706269656,5640.272727272726,0.1272727272727272,0.0,166.3272727272727,1.0,791983125504.0,406677365760.0,7183220.0,8845657.0,31048.199,74461.06,4284.771,105509.259,0.0,6443740.0,3976871.0,0.0672727272715498,0.0,170319.12727272726,0.0,1.7818181818181815,1.7818181818181815,83826114560.0,22345596928.0,25985634304.0,0.0,73.34291700707928,5210112.0,4498316.0,13.661817634630502,10400.0,9.223372036854776e+18,1.1275702593849247e-13,72884192.0,28051042.0,93760.0,58387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,29.163636363636364,2.709090909090909,0.3454545454545454,0.0363636363636363,0.0,0.0,0.0,0.0,15.0,0.3636363636363636,0.0727272727272727,0.0,0.0,0.0,0.0,0.0,0.2909090909090909,6.8181818181818175,6.8181818181818175,0.0,0.0545454545454545,0.0181818181818181,0.0,0.0,0.0,0.0,0.0,912.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758323982.4600308,1758284137.0,39845.460030794144,1.0,-0.000522768,0.4225,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29709.0,0.0,11.0,0.2727272727272727,0.0,0.0,3.0,0.0128279818181815,0.0,0.0,8.309090910849838e-06,2.163636368508874e-06,0.936239271745448,0.0085245759272724,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20 07:19:58,32446.64,4910.9,665.68,1413.66,0.0,127.91,3.6,0.0,56.35227272727207,54.30454545454536,1.3977272727272676,0.0022727272727252,1443.8727272727272,5317.90909090909,1.0727272727272728,5.49,5.18,3.53,13.0,0.0,8278052864.0,5253124096.0,5668876288.0,550973440.0,30916608.0,1492647936.0,271880192.0,200462336.0,306884608.0,3112960.0,125870080.0,251072512.0,26972160.0,15843328.0,248389632.0,7076929536.0,28672.0,0.0,31.51920649536939,6.655833793911853,0.3734768128197351,20.453001446307265,2147479552.0,1146544128.0,245075968.0,46.609776706269656,5634.6,0.1272727272727272,0.0,166.76363636363638,1.0,791983125504.0,406677472256.0,7183220.0,8845666.0,31048.199,74461.064,4284.774,105509.263,0.0,6443740.0,3976882.0,0.0618181818192004,0.0,170765.96363636365,0.0,1.836363636363636,1.836363636363636,83826114560.0,22345564160.0,25985601536.0,0.0,73.34295609752284,5210112.0,4498316.0,13.661817634630502,10400.0,9.223372036854776e+18,1.1275702593849247e-13,72884192.0,28051042.0,93760.0,58387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,29.163636363636364,2.709090909090909,0.3454545454545454,0.0363636363636363,0.0,0.0,0.0,0.0,15.0,0.3636363636363636,0.0727272727272727,0.0,0.0,0.0,0.0,0.0,0.2909090909090909,6.8181818181818175,6.8181818181818175,0.0,0.0545454545454545,0.0181818181818181,0.0,0.0,0.0,0.0,0.0,910.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758323997.4633124,1758284137.0,39860.46331238747,1.0,-0.00050766,0.43,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29709.0,0.0,11.0,0.2727272727272727,0.0,0.0,3.0,0.0108314181818183,0.0,0.0,6.01818182159067e-06,2.072727271628206e-06,0.9480744821999904,0.0085055578181812,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20 07:20:13,32446.64,4925.79,665.79,1413.66,0.0,127.91,3.6,0.0,51.07588952928284,49.926364975182125,0.6999872729586828,0.0022726859511624,1180.8876202250867,4721.641424701369,0.1272704132652133,5.38,5.17,3.55,11.0,0.0,8278052864.0,5252608000.0,5668417536.0,551014400.0,30932992.0,1492852736.0,271888384.0,200462336.0,306933760.0,3112960.0,125870080.0,251072512.0,26976256.0,15843328.0,248401920.0,7078010880.0,28672.0,0.0,31.52474828167514,6.65632859626058,0.3736747337592262,20.455475458050906,2147479552.0,1146544128.0,245075968.0,46.609776706269656,95.74371375065908,0.0181814876093161,0.1454519008745295,159.56073525935892,1.0,791983133696.0,406677570560.0,7183222.0,8845674.0,31048.207,74461.068,4284.779,105509.275,0.0,6443740.0,3976892.0,0.0545444628291391,148.94274649551826,163390.19290558354,0.0363629752186323,1.3999745459173467,1.436337521135979,83826114560.0,22345531392.0,25985568768.0,0.0,73.3429951879664,5210112.0,4498316.0,13.661817634630502,10400.0,9.223372036854776e+18,1.1275702593849247e-13,72884490.0,28051484.0,93763.0,58390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,25.79953091761968,10.74525917710587,0.3090852893583752,0.0909074380465809,0.0,0.0,0.0,0.0,15.0,0.0363629752186323,0.0363629752186323,0.0,0.0,0.0,0.0,0.0,0.0,4.163560662533408,4.163560662533408,0.0,0.0181814876093161,0.0181814876093161,0.0,0.0,0.0,0.0,0.0,912.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758324012.4605966,1758284137.0,39875.46059656143,1.0,-0.000492989,0.4375,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29709.0,0.0,11.0,0.0181814876093161,0.0,0.0,3.0,0.0012931037617508,0.0,0.0,7.63622473529327e-07,5.636261165327787e-07,0.9946141497972704,0.0008060855438989,0.0,0.0,0.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20 07:20:28,32446.64,4940.61,665.91,1413.66,0.0,127.91,3.6,0.0,56.80376006836376,54.56690121638559,1.4545719013072913,0.0022727685957905,1314.5148093601704,5582.246949944544,1.0363824796814487,6.88,5.52,3.69,12.0,0.0,8278052864.0,2544087040.0,2960015360.0,551051264.0,31014912.0,4175716352.0,271888384.0,200462336.0,307052544.0,3112960.0,125870080.0,251064320.0,32657408.0,16203776.0,255324160.0,9849884672.0,28672.0,0.0,64.24261346683761,6.656773918374435,0.3746643384566818,52.86483137878159,2147479552.0,1146544128.0,245075968.0,46.609776706269656,863.3793341697123,0.0181821487663412,0.1454571901307296,166.54848269968545,1.0,791983133696.0,406678234112.0,7183222.0,8845739.0,31048.207,74461.137,4284.818,105509.344,0.0,6443740.0,3976959.0,0.1127293223511302,148.94816269386718,170545.6462844779,0.0363642975326824,1.927307769232168,1.9636720667648504,83826114560.0,22345494528.0,25985531904.0,0.0,73.3430391647154,5210112.0,4498316.0,13.661817634630502,10400.0,9.223372036854776e+18,1.1275702593849247e-13,72884490.0,28051484.0,93763.0,58390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,10.87292496227204,8.036509754722813,0.1454571901307296,0.0545464462990236,0.0,0.0,0.0,0.0,15.0,0.0363642975326824,0.0363642975326824,0.0,0.0,0.0,0.0,0.0,0.0,4.163712067492137,4.163712067492137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758324027.4607673,1758284137.0,39890.460767269135,1.0,-0.000478742,0.445,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29709.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0096785032455125,0.0,0.0,4.690994374006552e-06,2.9818723984197377e-06,1.0009631716758574,0.0017689031618762,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20 07:20:43,32448.89,4953.2,666.02,1413.66,0.0,127.91,3.6,0.0,60.537918871251975,58.06241931671471,1.5523009509264414,0.0022727685957905,1390.7161948399064,5902.361861124748,1.05456462844779,6.47,5.5,3.72,13.0,0.0,8278052864.0,3702280192.0,4109791232.0,542310400.0,31035392.0,3050651648.0,263442432.0,200462336.0,307093504.0,2793472.0,125841408.0,251047936.0,29687808.0,15958016.0,235147264.0,8486285312.0,98304.0,0.0,50.35316517640446,6.551183097155926,0.3749117396310457,39.27389734533592,2147479552.0,1146544128.0,245075968.0,46.609776706269656,887.452499136348,0.0181821487663412,0.1454571901307296,17.382134220622195,1.0,791983133696.0,406678369280.0,7183222.0,8845746.0,31048.207,74461.143,4284.823,105509.35,0.0,6443740.0,3976981.0,0.0945471735860458,148.94816269386718,17799.305441917128,0.0363642975326824,1.6000290914380264,1.6363933889707087,83826114560.0,22353956864.0,25993994240.0,0.0,73.33294405766621,5210112.0,4498335.0,13.66145295916863,9952.0,9.223372036854776e+18,1.078998002057574e-13,72884550.0,28051550.0,93764.0,58391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,6.509209258350152,9.236531573301331,0.0727285950653648,0.0727285950653648,0.0,0.0,0.0,0.0,7.0,0.0363642975326824,0.0363642975326824,0.0,0.0,0.0,0.0,0.0,0.0,4.981908761977491,4.981908761977491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758324042.458311,1758284137.0,39905.45831108093,1.0,-0.000464906,0.4525,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29719.0,0.0,11.0,0.181821487663412,0.0,0.0,3.0,0.0134223894979901,0.0,0.0,7.345588099592588e-06,3.690976200583801e-06,0.9600310983472424,0.0029163493154418,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20 07:20:58,32452.21,4964.04,666.4,1413.66,0.0,127.92,3.6,0.0,71.21363636363887,67.75454545454542,2.04999999999997,0.0022727272727252,1551.6727272727271,6741.163636363636,1.3818181818181818,6.81,5.62,3.78,13.0,0.0,8278052864.0,2039873536.0,2455990272.0,551153664.0,31105024.0,4665421824.0,271876096.0,200462336.0,307265536.0,3112960.0,125841408.0,251052032.0,33615872.0,16203776.0,255410176.0,10341511168.0,8572928.0,0.0,70.33130480863767,6.658010924246255,0.3757529036238829,58.78053981946641,2147479552.0,1146544128.0,245075968.0,46.609776706269656,6077.672727272727,0.1454545454545454,0.1454545454545454,30.399999999999995,1.0,791983133696.0,406679208960.0,7183222.0,8845805.0,31048.207,74461.215,4284.867,105509.422,0.0,6443740.0,3977125.0,0.1690909090906312,148.94545454545454,31129.599999999995,0.0363636363636363,2.509090909090909,2.545454545454545,83826114560.0,22345428992.0,25985466368.0,0.0,73.34311734560252,5210112.0,4498316.0,13.661817634630502,10400.0,9.223372036854776e+18,1.1275702593849247e-13,72885338.0,28052108.0,93770.0,58398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,20.836363636363632,19.38181818181818,0.1818181818181818,0.2,0.0,0.0,0.0,0.0,15.0,0.4181818181818181,0.109090909090909,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0,0.0,0.2909090909090909,7.672727272727272,7.672727272727272,0.0,0.0181818181818181,0.0181818181818181,0.0,0.0,0.0,0.0,0.0,910.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758324057.464955,1758284137.0,39920.46495509148,1.0,-0.000451471,0.46,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29756.0,0.0,11.0,0.8545454545454544,0.0,0.0,3.0,0.028753690909091,0.0,0.0,0.0001379818181786,3.3163636362587565e-05,0.9039958094363596,0.0330917194909096,1.4998500149985,1.4998500149985,1.4998500149985,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20 07:21:13,32460.12,4970.18,666.82,1413.66,0.0,127.92,3.6,0.0,80.60262540681278,76.91905601716329,1.9772367775131463,0.0022726859511624,1524.5540990163815,7303.739932001236,0.3636297521863239,7.07,5.74,3.85,17.0,0.0,8278052864.0,2058424320.0,2474590208.0,551186432.0,31121408.0,4665688064.0,271876096.0,200462336.0,307314688.0,3112960.0,125841408.0,251052032.0,33615872.0,16203776.0,255410176.0,10341543936.0,8495104.0,0.0,70.10661506208038,6.658406766125237,0.375950824563374,58.783756034733145,2147479552.0,1146544128.0,245075968.0,46.609776706269656,5641.479245831894,0.1272704132652133,0.0,22.835948437301138,1.0,791983133696.0,406679364608.0,7183222.0,8845822.0,31048.207,74461.23300000001,4284.872,105509.441,0.0,6443740.0,3977131.0,0.1072707768953227,0.0,23384.011199796365,0.0,1.8181487609316196,1.8181487609316196,83826114560.0,22345396224.0,25985433600.0,0.0,73.34315643604607,5210112.0,4498316.0,13.661817634630502,10400.0,9.223372036854776e+18,1.1275702593849247e-13,72885398.0,28052174.0,93771.0,58399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,16.508790749259102,12.545226450428174,0.1454519008745295,0.1636333884838457,0.0,0.0,0.0,0.0,15.0,0.3818112397956401,0.0727259504372647,0.0181814876093161,0.0181814876093161,0.0181814876093161,0.0,0.0,0.2909038017490591,6.92714677914947,6.92714677914947,0.0,0.0181814876093161,0.0181814876093161,0.0,0.0,0.0,0.0,0.0,912.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758324072.466702,1758284137.0,39935.466701984406,1.0,-0.000438423,0.4675,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29800.0,0.0,11.0,1.6545153724477737,0.0,0.0,3.0,0.0322447228232199,0.0,0.0,0.0001359975273215,3.1199432741495426e-05,0.7543101717423305,0.1166862137961124,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20 07:21:28,32473.81,4971.05,667.08,1413.66,0.0,127.97,3.6,0.0,75.97910871106612,72.967235767923,1.631847851779086,0.0022727685957905,1566.4648448153605,6684.521536755214,1.127293223513155,6.61,5.7,3.87,13.0,0.0,8278052864.0,5236666368.0,5652905984.0,551219200.0,31170560.0,1492164608.0,271876096.0,200462336.0,307388416.0,3112960.0,125841408.0,251056128.0,26959872.0,15826944.0,248487936.0,7061282816.0,65536.0,0.0,31.71212993113836,6.65880260800422,0.3765445873818474,20.44716277859228,2147479552.0,1146544128.0,245075968.0,46.609776706269656,5631.629665993927,0.1272750413643884,0.0,174.98499972726776,1.0,791983133696.0,406688113664.0,7183222.0,8845874.0,31048.207,74461.3,4284.887,105509.507,0.0,6443740.0,3977167.0,0.1254568264868547,0.0,179184.6397207222,0.0,2.4364079346897216,2.4364079346897216,83826114560.0,22345363456.0,25985400832.0,0.0,73.34319552648965,5210112.0,4498316.0,13.661817634630502,10368.0,9.223372036854776e+18,1.124100812432971e-13,72885938.0,28052174.0,93780.0,58399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,26.327751413662067,12.545682648775433,0.3090965290278005,0.1636393388970708,0.0,0.0,0.0,0.0,15.0,0.3818251240931653,0.0727285950653648,0.0181821487663412,0.0181821487663412,0.0181821487663412,0.0,0.0,0.2909143802614593,6.927398679975999,6.927398679975999,0.0,0.0181821487663412,0.0181821487663412,0.0,0.0,0.0,0.0,0.0,910.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758324087.4588478,1758284137.0,39950.458847761154,1.0,-0.000425753,0.475,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29830.0,0.0,12.0,2.200040000727286,0.0,0.0181821487663412,3.0,0.0280769832178762,0.0,0.0,0.0001410025636845,3.129147802021732e-05,0.5088833159148309,0.1298979487081577,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20 07:21:43,32488.42,4971.17,667.15,1413.66,0.0,127.98,3.6,0.0,70.7022727272736,68.25227272727271,1.1772727272727417,0.0022727272727252,1383.0363636363634,6173.018181818182,0.8,6.25,5.66,3.89,11.0,0.0,8278052864.0,5239246848.0,5655568384.0,551247872.0,31219712.0,1493336064.0,271876096.0,200462336.0,307470336.0,3112960.0,125841408.0,251056128.0,26959872.0,15826944.0,248487936.0,7061319680.0,36864.0,0.0,31.67996777847105,6.659148969648329,0.3771383502003207,20.46131412576589,2147479552.0,1146544128.0,245075968.0,46.609776706269656,428.0181818181818,0.0,0.0,170.98181818181817,1.0,791983133696.0,406688314368.0,7183222.0,8845891.0,31048.207,74461.30500000001,4284.889,105509.512,0.0,6443740.0,3977176.0,0.1109090909085352,0.0,175085.3818181818,0.0,2.2,2.2,83826114560.0,22345334784.0,25985372160.0,0.0,73.34322973062774,5210112.0,4498316.0,13.661817634630502,10368.0,9.223372036854776e+18,1.124100812432971e-13,72886358.0,28052174.0,93787.0,58399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,26.236363636363635,7.290909090909091,0.3818181818181818,0.0909090909090909,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0,0.0,0.0,3.636363636363636,3.6181818181818177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758324102.4594462,1758284137.0,39965.45944619179,1.0,-0.000413449,0.4825,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29855.0,0.0,12.0,1.7999999999999998,0.0,0.0181818181818181,3.0,0.0198886000000005,0.0,0.0,0.0001246909090861,3.058181818315378e-05,0.2960238157090895,0.1246267846909083,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20 07:21:58,32502.97,4971.3,667.28,1413.66,0.0,128.0,3.6,0.0,59.74479962178973,58.054222125245694,0.9727980216742972,0.0,1323.532620554222,5359.82616917594,0.7818750454578515,5.98,5.63,3.91,11.0,0.0,8278052864.0,5238771712.0,5655134208.0,551280640.0,31236096.0,1494376448.0,271876096.0,200462336.0,307511296.0,3112960.0,125841408.0,251052032.0,26959872.0,15826944.0,248487936.0,7061307392.0,53248.0,0.0,31.68521268336757,6.659544811527312,0.3773362711398118,20.473882105423577,2147479552.0,1146544128.0,245075968.0,46.609776706269656,430.79496690668407,0.0,0.0,161.24809077023784,1.0,791983133696.0,406688355328.0,7183222.0,8845899.0,31048.207,74461.308,4284.89,105509.515,0.0,6443740.0,3977178.0,0.0363662811848799,0.0,165118.04494872355,0.0,1.4546512473634443,1.4546512473634443,83826114560.0,22345302016.0,25985339392.0,0.0,73.34326882107132,5210112.0,4498316.0,13.661817634630502,10368.0,9.223372036854776e+18,1.124100812432971e-13,72886358.0,28052174.0,93787.0,58399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,18.54680340388392,1.2000872790748418,0.3091133900647319,0.018183140592043,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5638955560404395,3.5638955560404395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758324117.4601347,1758284137.0,39980.46013474464,1.0,-0.0004015,0.49,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29879.0,0.0,12.0,1.9455960433486077,0.0,0.018183140592043,3.0,0.0079066477561998,0.0,0.0,8.855189472841155e-06,1.0546221558102e-06,0.1255027465270193,0.075254233144229,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20 07:22:13,32514.81,4974.3,667.33,1413.66,0.0,128.04,3.6,0.0,51.01274568628666,49.93954435535203,0.6863761159293507,0.0,1165.2575501372753,4655.284641538937,0.0,5.76,5.6,3.93,9.0,0.0,8278052864.0,5238550528.0,5654978560.0,551313408.0,31252480.0,1495195648.0,271876096.0,200462336.0,307576832.0,3112960.0,125841408.0,251052032.0,26959872.0,15810560.0,248487936.0,7061282816.0,24576.0,0.0,31.687092932292728,6.659940653406293,0.3775341920793029,20.48377815239813,2147479552.0,1146544128.0,245075968.0,46.609776706269656,109.49289987090675,0.0,0.0,8.218331242386226,1.0,791983133696.0,406688461824.0,7183222.0,8845904.0,31048.207,74461.30900000001,4284.89,105509.516,0.0,6443740.0,3977183.0,0.009091074383369,0.0,8415.571192203495,0.0,0.8363788432516955,0.8363788432516955,83826114560.0,22345269248.0,25985306624.0,0.0,73.34330791151487,5210112.0,4498316.0,13.661817634630502,10368.0,9.223372036854776e+18,1.124100812432971e-13,72886358.0,28052174.0,93787.0,58399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,13.09114711176567,0.0,0.2181857851960944,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.545519009436535,3.545519009436535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758324132.4699347,1758284137.0,39995.46993470192,1.0,-0.000389897,0.4975,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29899.0,0.0,12.0,1.6182112402043674,0.0,0.0181821487663412,3.0,0.0029771995854472,0.0,0.0,5.8364697537293545e-06,1.818214996067829e-07,0.0752647668321233,0.0173677641229838,1.5001500150015,1.5001500150015,1.5001500150015,1.5001500150015,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20 07:22:28,32518.23,4985.24,667.76,1413.66,0.0,128.04,3.6,0.0,57.26740486190565,55.36918853070074,1.0750195458099023,0.0022727685957905,1349.4427171403115,5216.96758122875,1.2727504136438843,6.85,5.85,4.04,16.0,0.0,8278052864.0,5229924352.0,5646536704.0,551419904.0,31342592.0,1497907200.0,271945728.0,200462336.0,307691520.0,3112960.0,125841408.0,250949632.0,27275264.0,16007168.0,255139840.0,7095156736.0,61440.0,0.0,31.78907169636552,6.661227139512986,0.3786227572465041,20.516534067883917,2147479552.0,1146544128.0,245075968.0,46.609776706269656,5549.755450099093,0.1454571901307296,1.3091147111765669,170.25764104801908,1.0,791983207424.0,406697702400.0,7183224.0,8845993.0,31048.212,74461.423,4284.915,105509.635,0.0,6443740.0,3977284.0,0.0509100165462051,1340.5334642448045,174343.82443317154,0.0363642975326824,2.163675703194604,2.2000400007272862,83826114560.0,22345232384.0,25985269760.0,0.0,73.34335188826387,5210112.0,4498316.0,13.661817634630502,10400.0,9.223372036854776e+18,1.1275702593849247e-13,72886358.0,28052174.0,93787.0,58399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,125000000.0,5.454644629902362,0.0,0.090910743831706,0.0,0.0,0.0,0.0,0.0,15.0,0.3636429753268241,0.0727285950653648,0.0,0.0,0.0,0.0,0.0,0.2909143802614593,6.963762977508682,6.963762977508682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,1388544.0,4194304.0,330.0,131.0,0.0,1.0,1758324147.4621968,1758284137.0,40010.462196826935,1.0,-0.000378629,0.505,0.0,1.0000002501983642,7.0,24577.0,28800.0,256.0,256.0,0.0,29951.0,0.0,12.0,1.9636720667648504,0.0,0.0,3.0,0.0200076910489276,0.0,0.0,2.630956926668379e-05,8.000145461796559e-06,0.2776497397770789,0.0349406446117205,7.500750075007501,7.500750075007501,7.500750075007501,4.4995500449955,1.5001500150015,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
