timestamp,tcp_retrans_15s
2025-09-19 23:54:13,0.0
2025-09-19 23:54:28,0.0
2025-09-19 23:54:43,0.0
2025-09-19 23:54:58,0.0
2025-09-19 23:55:13,0.0
2025-09-19 23:55:28,0.0
2025-09-19 23:55:43,0.0
2025-09-19 23:55:58,0.0
2025-09-19 23:56:13,0.0
2025-09-19 23:56:28,0.0
2025-09-19 23:56:58,0.0
2025-09-19 23:57:13,0.0
2025-09-19 23:57:28,0.0
2025-09-19 23:57:43,0.0
2025-09-19 23:57:58,0.0
2025-09-19 23:58:13,0.0
2025-09-19 23:58:28,0.0
